vast;обширен;extremely large;The vast plains of The Barrens.
plains;равнини;a large area of flat low land;The vast plains of The Barrens.
umpire;рефер;[un-pire]: a person who controls a game and makes sure that the rules are followed;The unmpire was serving as a referee in the match between the Roman and Aztec empires.
methinks;ми се струва;(old use or humorous);There's more to this than meets the eye, methinks.
span;простиране, дължина;distance between two points, esp. between the structures that hold up a bridge;The span from this end to the end of the bridge is 1024m.
zeal;със зъл, енергично;great enthusiasm or interest;In his zeal to get his work finished on time, he made a lot of mistakes.
contagious ????????;заразен;moving easily from one person to another;The horse was tagged by the poison of the contagious disease named contagimenta.
exertion;усилие;[exer-tion]: physical or mental effort;Digging is an exercise requiring a lot of physical exertion.
strenuous ????????;натоварващ;[stren-u-ous]: needing or using a lot of physical or mental strength or energy;Holding tanks and loading them with payloads is a strenuos exercise, using a lot of strength.
defy;предизвиквам;challenge;I defy you to fight a duel with me!
consistent;последователен;always happening or behaving in a similar way;Discipline = Freedom = Consistency.
consist;състоя се от;to be composed of;The menu in McDonalds consists of freedom fries and Coke.
concise;сбит;short and clear;Concise and clear: the horse entered the cistern.
regressing;връщам се назад;to return to a previous and less advanced or worse state;We are regressing back to the Stone Age.
liason;връзка;relationship;The Notorious B.I.G. described his ideal liason with women as: 'Fuck 'em & duck 'em.'
ardor ?????? ????;страст, жар;strong emotion, or great enthusiasm or excitement;Arthur Weasley had a ardor passion flying with flying cars.
vivify;съживявам;to give new energy and strength to an event or activity;Vivi asked his boss: 'Ayo, boss, do you think some vitamins would vivify the economy?'
missile;ракета;a flying weapon with its own engine traveling a long distance before exploding at target;The F-15 has launched its missiles to the target.
abbey;манастир, абаство;a building for monks or nuns to live in;The Westminister abbey.
repudiate;отхвърлям;[repu-diate]: refuse to accept something;The evidence of repeated use of diary products has been repudiated by the judge.
diary;дневник;[dia-ry]: a personal notebook where you write your own daily thoughts;Whe wrote about the Dia software in his diary.
dairy;млечна;[dai-ry]: referring to cows that are used for producing milk or foods made from milk;Dairy products like milk, cheese and yogurt.
prose;обикновено писане;written language in its ordinary form rather than in the form of poems;I've always preferred reading prose to poetry.
detract;накърнявам;reduce or take away the worth or value of;The soldiers did not retreat even after they heard the small detractions of their commander.
detractor;критик;a person who criticizes something or someone, often unfairly;Even during 2002 when he was at the top of his fame, Eminem had many detractors who criticized him.
indigenous;местен, туземен;?naturally existing in a place or country;The indigenous people of America are the Indians.
surmount;преодолявам;to deal successfully with a difficulty or problem;The rider is trying to surmount the problematic speed of his Mr. Mount while racing him by foot!
blatant;очевиден;obvious or intentional, and done without worry about what others think;When they were near the swamp he undressed on purpose and started to tell obivous and blatant lies why.
timid;плах;"[tim-id]: easily frightened; not brave or confident";The man from the team was very timid and scared that someone would ask for his ID.
bashful;срамежлив;"[bash-ful]: easily embarrassed and uncomfortable; shy";She was bashful, because she was often bashed in rooms full of people.
bash;удрям, халосвам;to attack someone or something with an object;The warrior bashed the man with his shield on the face.
rite;обред, ритуал;a religious or other solemn ceremony or act;Funeral rites.
communion;общуване;the sharing or exchanging of intimate thoughts and feelings;The community was an union because they had daily communions.
serene;спокоен;peaceful and calm, or not worried or excited;He was only calm and serene when he was eating cheese or was in the bathroom.
sneeze;кихам;to send air out from the nose and mouth in an explosive way that you cannot control;Apchew! The German sneezed with ease!
snooze;задрямвам;a short, light sleep, especially during the day;He drank booze, then he snoozed for a little afternoon snooze.
aloft;във въздуха;in the air or in a higher position;All hands aloft!' - said with a soft tone the terrorist inside the airplane at 11 000 feet aloft.
kite;хвърчило;a light frame covered with plastic, paper, or cloth that is flown in the wind for joy;Her kite remained high aloft for a long hour.
crude;суров;simple and not skillfully done or made;Crude oil or crude humour.
lout;простак;a rude, stupid, or awkward man;Outside he was a loud simplistic jerk and a lout, and they screamed at him 'Out!'
creed;правила на живот, верую;a set of beliefs that influences the way you live;Assassins' creed is a way of living a crude live.
imply;загатвам;to suggest something without saying it directly;He devil has implied that he will burn in fire, so they inferred that he will go the Inferno.
gruesome;страшен;"causing repulsion or horror; grisly";You will grow some nerves out of fear after seeing this gruesome and scary scene!
grisly;мрачен, зловещ;causing horror or disgust;The corpse of the grizzly bear was looking dark, heralding evil and grisly.
conclave;тайно заседание;private meeting at which the discussions are kept secret;The horses were cleaved in the secret conclave of G-20.
harassment;безпокоене;behavior that annoys or troubles someone;Harass was very intranquil while the police was searching his car, what a harassment!
sabre;"сабя; посичам";a heavy sword with a wide, usually curved blade, used in the past by soldiers on horses;Sabri was holding his sabre on his horse and sabring enemies with his sabre.
thrust;тласък;the propulsive force of a jet or rocket engine;They were making love and she could feel his strong thrusts inside her.
plum;"доходоносен; синя слива";something that is very good and worth having;Fire sparkled in her eyes when the plumber mentioned blue plums. He had a well paing plum job!
withered;повяхнал;dry and decaying;The red rose has lost its vitality and has withered.
frail;крехък;weak and delicate;The rails of the train were fragile and frail and this is why it derrailed.
sanctuary;убежище;protection or a safe place, esp. for someone or something being chased or hunted;The chased saints found sanctuary where they could hide and rest in the city of Shattrath.
snivels;подсмърчам;to cry slightly in a way that is weak and does not make other people feel sympathy for you;He measured his snivels with a nivelir.
indicted;обвинен;formally accuse of or charge with a serious crime;He was blamed and indicted for modifying meanings of words in the dictionary.
syringe;спринцовка;a tube for collecting blood or other liquids or for putting liquids into the body usually through a needle that can be put under the skin;The Sir had to use syringe in order to inject in himself with insulin.
moderate;"нормализирам се; умерен";"to lose strength or force, or to make something less strong; medium sized";The moderator predicted that the fight will become less severe and moderate into a normal fight.
persist;настоявам;to continue to do something in a determined way even when facing opposition;Per her sisters request, he persisted to stay despite being asked to leave.
gratitude;благодарност;a strong feeling of appreciation to something for their help to you;Gracia expressed thankfulness and gratitude towards her parents in her application letter and this is why she was rejected by Princeston.
harvest;жъна, събирам реколта;the activity or time of gathering a crop, or a crop that is gathered;Harold harvested his results after he has admitted to Harvard.
admit;"признавам; допускам";"to confess; allow the possibility of";If you admit that you have studied hard, you will be admitted to Harvard.
coherent;ясен и последователен;having its parts related in an organized and reasonable way;From the sound of what I hear, his plan is clear and sequential and coherent.
comissioned;упълномощен;someone who has been granted authority to do something;Commissioned officers are able to pick people from the population and turn them into soldiers.
pedigree;произход на рода;?the parents and other family members of a particular animal, or a record of them;The pedigree of this dog dates back to the Midieval ages.
commision;пълномощно;the authority granted to do something;The man has provided a commission to his lawyer to represent him in court.
subtle;едва доловим, изтънчен;not loud, bright, noticeable, or obvious;The nice and subtle difference between black and dark grey.
subtlety;изтънченост;the quality of being subtle;Listening to the interview, I was impressed by the subtlety of the questions.
nice;фин, едвауловим;subtle, based on very slight differences;The nice and subtle difference between black and dark grey.
redundant;излишен;more than what is usual or necessary;The guy was no redundant in the office, because there was no work for him.
redundancy;"съкращаване; излишък";lay offs;The high amount of redundant people meant one thing: incoming redundancy in the office.
contrariness;желаещ да се кара;someone who intentionally wants to disagree with and annoy other people;It's contra rare to find someone who is more eager to start feuds with his guests with his contrariness than Bill O'Reilly.
perversity;изкривен, извратеност;the quality of being strange and not what most people would do or expect;What Peter did last night was perverse: others did not expect it.
perverse;изкривен, извратен;the opposite of what is usually expected or considered reasonable;What Peter did last night was perverse: others did not expect it.
crotchety;раздразнителен;easily annoyed or angered;She was looking at his crotch because he was angry and easily angered: crotchety.
cranky;раздразнителен;easily annoyed or angered;She always gets angry when i tell her 'crank that booty!'. She's so cranky.
slender;тънък и строен;thin and delicate, often in a way that is attractive;Slenderman was thin, fit and slender.
sheer ??,???????????;същински, много;pure, completely;She screamed with a sheer voice that this was sheer magic!
to make someone famous, or to treatsomeone as if they were famous;осъждам;to criticize someone or something strongly and publicly;The United Nations denounced the annexation of Crimea by Russia.
ordain;нареждам, ръкополагам;"to officially make someone priest; to order something to happen";The Order of the Knights ordained to clear the house.
graciosness;милост;?politeness and good manners;Gracia was humble and shipped them item to the customer with no shipping fee out of graciousness.
credulity;лековерие;willingness to believe that something is real or true, especially when this is unlikely;Credo was so credulous: believing everything on the newspapers.
petulance;детски раздразнителен;?the quality of being easily annoyed and complaining in a rude way like a child;Petar was childishly cranky and full of petulance because his pet has escaped.
gloom;"мрак; безнадеждност";"darkness or near darkness; lack of hope";When doom game in the room full of darkness and gloom, all hopes disappeared, leaving place only to gloom.
nonchalance;непукизъм;calm behaviour that suggests you are not interested or do not care;How could you be so nonchalant when your daugther Chalance is missing?
systematic;методичен;using an organized method that is often detailed;Hitler systematically killed all Jews, by building dedicated extermination centres, leaving nothing to chance.
tipping point;превратна точка;;Hitler's tipping point was when the Russians defended Stalingrad successfully.
intermittent;на неравномерни интервали;"not happening regularly or continuously; stopping and starting repeatedly or with long periods in between";The termits were coming and going at interrupted ireggular and intermittent intervals.
fairly;"сравнително; честно";"to some degree; giving someone what they diserve";He was treated fair farily often.
diminish;намалявам;to reduce or be reduced in size or importance;The smoke was diminishing, becoming less and the sky was becoming clearer.
establish;установявам;to start something that will last for a long time, or to create something in a particular way;New York city was established in 1999.
disrepute;лоша репутация;the state of not being respected or trusted;With this disrepute and bad reputation, no one will respect you!
prominence;известност;the state of being easily seen or well known;Donald Trump rose to prominence and became famous, after he has became a president of the United States.
barrel;бъчва;a large wooden container with a flat top and bottom and curving sides;One bad apple spoils the entire barrel.
divert;отклонявам;to cause something or someone to turn in a different direction;Dive has diverted from the correct way to the wrong way.
ignite;запалвам;to start burning, or to cause something to start burning;Ignite the engine of the car, so its sets in flames.
defuse;обезвреждам, успокоявам;to make a difficult or dangerous situation calmer;The bomb has been defused to it does not explore. The tensions between the two groups has been defused, so they are calmer and do not explore.
systemic;системен;relating to or involving a whole system;This is a systemic problem, meaning that there is a problem in the system itself, not that its a systematically occuring one!
thick;дебел;having a large distance from one side of something to the opposite side;Thick walls.
pane;стъкло на прозорец;a single sheet of glass in a window or door;He broke the pane of the wall.
iridescent;преливащи се цветове;showing many bright colours that change with movement;The iris-shaped bubble had violet-red-orange-green iridescent colors moving in its surface.
tangible;реален, който може да се докосне;capable of being touched;The tanges is a good theoretical thing, but can you make something tangible with it?
heathen;езичник;having no religion, or belonging to a religion that is not Christianity, Judaism, or Islam;He's such a heathen - he's doesn't believe in Jesus Christ.
aggrieved;огорчен;unhappy, hurt, and angry because of unfair treatment;After he tasted the mustard, he became aggrieved about all the people who have died.
muddy;окалвам;to put mud into something or cover something with mud;The details about the life of professor Muddy has been muddied because the authors hated him.
overawe;сплашвам;to cause someone to feel a mixture of respect and fear;The kid did not seam scared or overawed by anything it has seen on RAW.
emphasis;ударение;special attention given to something because it is important;To put an emphasis on the importance of hitting something.
cursory;повърхностен и без детайли;done quickly with little attention to detail;The mouse cursor always runs on the surface of the screen without highlighting the details in a cursory manner.
discreet;внимателен да не привлече внимание;careful not to cause embarrassment or attract a lot of attention;You have to be discreet in order to not attract attention with matters this critical.
inaudible;нечуващ се;unable to be heard;High frequency sounds yield an inaudible sound.
yield;пускам;give up the control or responsibility for something, often because you have been forced;These fields yield high percentage of experience, without the need to yield to the temptation to cheat.
drowsy;сънлив;sleepy, especially when it is not the usuable time to sleep;The people sitting in the front row haven't slept and were now feeling drowsy.
moribund;измиращ;dying;Mori was dying and Bund was near her to the last minute while she was in moribund state.
oblivion;забвение, непукизъм за;the state of being unconscious or lacking awareness of what is happening around you;The Milennials are living a state of total oblivion towards what's hapening around them, because they pour water in their brains, effectivelly washing them.
halo;ореол;a ring of light around or above the head of a holy person in a religious drawing or painting;Saints have halos with rings of lights on their heads in antique paintings.
asides;шегата настрана;;Asides (all jokes put aside), she has a nice ass if you look from aside.
aside;отстрани;to one side;Asides, she has a nice ass if you look from aside.
aggravate;влошавам;to make something bad worse;The aggression became aggravated and worsened when they started digging out graves.
anticipate;очаквам;to imagine or expect that something will happen, sometimes taking action in preparation for it;No job cuts are anticipated under the new ownership.
conceal;прикривам;"to prevent something from being seen or known about; to hide something";She made an attempt to conceal her jealousy.
manifest;показвам;to show something clearly, through signs or actions;Kipper manifested no joy or disappointment, but remained in his chair, calm and unconcerned.
bitterness;сърдитост, злоба;"anger and disappointment at being treated unfairly; resentment";He was upset that he was treated unfairly by being fired, thus exhibiting biterness towards his company.
residue;остатък;something that is left after the main part is no longer present;With the little remaning residue of resilience, he pushed through.
distinct;отличителен;clearly separate and different;Distinct features of a man who will succeed in everything in life.
consequently;в резултат на това;‘as a result’ or ‘therefore’. Consequently, we use it as an adverb when referring to the results of something. Such as in the previous sentence.;You confused important terms in your essay and consequently lost marks.
subsequently;след това, след време, по-късно;‘Subsequently’ is an adjective meaning ‘occurring later on’ or ‘in succession’. Rather than describing a relationship of cause and effect, ‘subsequently’ indicates that something happened after something else:;"Paul graduated with a first class degree; subsequently, he became King of the World."
fragrant;ароматен;with a pleasant smell;He saw a garden full of roses, so he threw a frag grenade in it: now definitely everyone could smell the the fragrant (ароматен) smell of roses.
imperceptible;неусетим;so slight that it cannot be noticed;His masterful actions in warcraft were so imperceptible, that no one knew what was coming.
perceive;възприемам;to think of something in a particular way;We perceive others mostly through our senses, then feelings, then emotions, then rationale.
shrug;вдигам рамене, понеже не знам;rise arms to show that you don't know something;Hermione asked Ron where Harry was, and Ron just shrugged: He didn't knew,
shrug off;отърсвам се от;to treat something as if it's not important and not let it go to you.;He shrugged off the idea of coming back to work. Now, he was an Entrepreneur.
connive;заговорнича;to plan secretly and dishonestly for something to happen that will be to your advantage;Kunniva was making plans and conniving together with Eminem in a conspiracy to take over the Rap World.
connive;затварям си очите за нещо;to allow something bad to happen although you know about it;The mother was accused of conniving because she knew in advance that her son had purchased guns, but she had closed her eyes.
wince;трепвам, примигвам внезапно;to tighten the muscles of the face briefly and suddenly in a show of pain, worry, or embarrassment;Why did you wince while I was attacking you with my katana? I wasn't about to hurt you.
destitute;лишен;without the basic necessities of life;The institute cared for the destitute children who were unable to have basic necessities like water, food and shelter.
fluke ??????????;щастлива случайност;something, usually a good thing, that has happened as result of chance instead of skill or planning;Lucky Luke tries to show that his last victory wasn't just some fluke which happened by chance.
neat;"спретнат; як";"arranged well, with everything in its place; skillful, effective";Natalia always kept her room clean, arranged and neat. What a neat (яка) girl!
canvas;платно;strong, rough cloth made from cotton or other fibers, used for making tents, sails, strong bags, or work clothes or painting canvas;Vassie, can you draw on the canvas made of rough cloth please?
rough;груб, необработен;"having an uneven or irregular surface; not smooth or level";After you kill an animal, you have take off the rough skin.
pin;топлийка, игличка;a thin piece of metal with a sharp point at one end and a round head at the other, used especially for fastening pieces of cloth;
conceit;самонадеян, който сам си вярва;?the habit or attitude of thinking yourself better than others, even when there is no reason to think so;Conceited always believed in himself and thought that he is better than others with no reason.
scrollwork;орнаменти с извивки;decoration consisting of spiral lines or patterns, especially as cut by a scroll saw;You scroll with the mouse, you scroll with the mouse down: this is how you create scrollwork-like ornaments in Photoshop!
rococo;рококо;relating to the very decorated and detailed style in buildings, art, and furniture that was popular in Europe in the 18th century;The portrait o Luis the Sunking was painted in rococo style.
relegate;смъквам те, понижавам те;to put something or someone into a lower or less important rank or position;After the incident, the renegade was relegated to the rank of private and dismissed from the army.
tape;лента;a narrow strip of material, typically used to hold or fasten something;Tapeworms are named like that, because they are long like the red tape.
hospitable;гостоприемен;eager to accept guests or strangers in their environment;Hospitable means welcoming guests, from the latin hospitis - guest.
derive;извличам;obtain something from (a specified source);The institute derives all its money from foreign investments.
sublimate;шлифовам, възвисявам;raise into a culturally higher or socially more acceptable activity;Subim has always idolized and sublimated the efficiency of Sublime.
numbing;сковавам;unable to feel a specific body part;The rogue used mind-numbing poison, so the victim could not feel his mind or feet.
vintage;използван, но качествен;used but of good quality;Vintage clothing.
spotty;на точки;with circle spots;Her face was spotty red becaue she had acne.
trusty;сигурен, доверен;reliable;Debian Trusty is a trusy OS in which you can store your infrastructure.
legislation;законодателство;a law or set of laws that is being created;New legislation offers a tax break for young families.
boast;хваля се;to feel proud and show off with something;He boasted about his new Lamborgini that his dad bought him.
boastfulness;самохвалство;having a tendency to praise yourself and what you have done;Facebook offers the means for discreet boastfulness for the most toxic people.
glutton;ненасителн лакомник;a person who regularly eats too much;What a glutton – he ate a whole pizza by himself.
braggart;фукла;a person who likes to brag;Braggart is someone who has mastered the art of bragging.
protract;проточвам се;lasting for a long time, or made to continue longer than necessary;Their protracted legal battle may soon be resolved.
watertight;непропускващ;having no openings to allow the passage of water;His watertight argument has dismantled all the oposition.
compartment;отделение;?any of the enclosed parts into which a space, a vehicle, or an object used for storing things is divided;The Navy SEAL has different compartments inside his head, for different parts of his life.
swerve;завивам рязко;take a sharp turn;Titanic tried to swerve and take a sharp turn in order to avoid the collission with the iceberg.
seminal;използващ се като семе;;His semen was seminal and used by others to create more prototypes of him.
impertinence;нахалство;"not showing enough respect; rude";And that's 100$ for impertinance! - rebuffed the judge when the suspect declined to answer.
attorney;адвокат;lawyer;A defense attorney.
denouement ????;развръзка;the final part of a work of literature, after the climax, which shows the effects;To conservatives this denouement had all the marks of a cover-up.
foundering ????????;потъване;to fill with water and sink, or fig. to fail;The ship started sinking, and foundering to the bottom of the foundation of the ring.
avert ??????;избягвам, обръщам настрани;"avoid; to prevent something bad from happening";She averted her eyes during the more violent scenes.
vindicate;оправдавам;to show someone to be free from guilt or blame:;The paladin has been found not guilty and vindicated of all the bad things he has done.
inquest;следствие;an official examination of facts in an attempt to discover the cause of a crime;In their quest to find who did the crime, the judge ordered the inquest to conduct an investigation.
plebiscite;референдум;a referendum;The UK voted 58% to leave the EU in a referendum or plebiscite in 2016.
transcendence;превъзходство;experience that goes past normal limits, or the ability to achieve this;AI will soon or late achieve transcendence over the human intelligence.
dismal;"тъга; тъжен";dark and sad, without hope, or very bad;This mall was dismal and sad.
loquent;говорещ;latin: something which talks;Lokur, lokur, they was the loquent and speaking voice talking.
succulent;хубав, сочен;good, meaty, juicy;She's succulunt and with a lot of juice: I bet she can suck good!
deviant;отклоняващ се от нормалното;differing from the accepted standard;Deviant caverns which are not like the other caverns...
kooky;куку, странен;strange in his or her appearance or behaviour, especially in a way that is interesting;Women in business are often kooky - this is why they are bound to making cookies!
vellicate;дразня;to annoy someone;The woman kept vellicating the poor man who was just trying to read his damn book!
efflorescence;цъфтеж;the period when flowers start to appear on a plant or production of a lot of art;The efflorescence of the Dutch paintings after Van Gogh.
adventitious;неочакван;not expected or planned;The advent of the TV was adventitious - no one expected it!
lapsed;изтекъл (за срок);"no longer valid; expired";The time for submitting applications has lapsed on 1st of December, 2018. The lap for 2019 is over.
recidivist;престъпник, който се връща отново към престъпенията;a criminal who continues to commit crimes even after they have been punished;Recividists often receive greater punishments once they are sentenced again for the same crime.
recuperation;оздравяване;the process of becoming well again after an illness or of getting back your strength;During his recuperation and becoming heathy again, he played a lot on his Play Station 2.
counsel;съвет;to give advice;The horse was selling counsels and advices as a member of the City Counsel.
benevolent;мил и добър;kind and helpful;Volen was kind and good towards me, because he was a benevolent man.
phenomenon;явление, процес;anything that is or can be experienced or felt, especially something unusual;The appearances of the phantoms has happened and it was dubbed as one of the rare phenomena in the castle.
tend;отглеждам;to care for something or someone;Tanio had the tendency to look and tend ten tulips on his balcony.
scholar;учен;a person with great knowledge, usually of a particular subject;The very studied scholars of Harvard.
courtly;с изтънчени обноски според етикета;polite and formal in behaviour;If you want to live Lily in the court, you have to exhibit fine and courtly manners, like writing her poems, being nice and so on.
arouse;събуждам и възбуждам;to cause someone to have a particular feeling;She has been aroused from sleep and then aroused by her boyfriend.
segment;част;any of the parts into which something can be divided;А segment of the puzzle.
intruder;промъкващ се;someone who enters a place without permission in order to commit a crime;The intruder has entered the building in order to steal the hard money.
convey;предавам;to express feelings, thoughts, or information to other people;To horse spoke in order to give and convey a meaning to the idea.
fright;уплаха;to feel fear that something is going to happen;Scared, she watched the fight with fright.
caste;социална класа;Caste can also refer generally to a social class system in any society;The castes of rich and poor.
concede;"признавам; предавам се";"to admit; to give up";The horse refused to concede and give up until all the milk was ceded. This plan might haven't been the best, the FBI conceded.
implication;загатване на ефекти;a suggestion of something that is made without saying it directly;What are the implications (= possible effects) of the new regulations?
assertion;твърдение;?a statement that you strongly believe is true;All assertions must be proven in court.
appraisal;оценка;the act of examining someone or something in order to judge their qualities and value;Appraisal of home prices in order to determine their market value via comparison to similar houses within a one mile radius.
refrain;въздържам се;to not let yourself do something;Please refrain from using bad languge!
assumption;предположение;a willingness to accept something as true without question or proof;If you don't know the meaning, try to make an educated assumption what it means.
lax;лабав, разпуснат;"lacking care, attention, or control; not severe or strong enough";The security in LAX was lax, and this is why the terrorist managed to infiltrate.
incur;понасям (последствия);to experience something bad as a result of actions you have taken;We incurred heavy expenses to re-repair the room, because the builder did not paint it properly.
penny;стотинка;"in the US and Canada, a coin worth 1/100th of a dollar; a cent";I keep pennies in a jar.
pound;лира;? the standard unit of money in the United Kingdom and some other countries;There are one hundred pence in a pound.
aphorism;пословица, лаф;a short saying that is intended to express a general truth;Variety is the spice of life. - American aphorism or proverb.
contention;спор;disagreement resulting from opposing arguments;Fans of Hillary and Trump were at contention with each other about who is going to become a president.
succinctly;кратко и сбито;in a way that expresses what needs to be said clearly and without unnecessary words;Start with a subject line that shortly and succinctly sums up your request.
proponent;защитник;a person who supports an idea, plan, or cause;The proponent were pro and defending the idea.
troops;войска;soldiers on duty in a large group;Thousands of troops have been stationed in the region for several years.
vertebrate ??;гръбначен;an animal that has a spine (= bone down the center of the back);Vertebrate animals have spines.
facile ??;твърде лесен;a facile remark or theory is too simple and has not been thought about enough;No one was surprised was when everyone got A+ on this super easy and facile exam.
canny;вещ;intelligent and careful;Ken was a canny investor: not spending money on bulshit, knowing where to put money in.
uncanny;мистериозен;"strange or mysterious; difficult or impossible to explain";Ken has an uncanny ability always to pick the best investments.
intimation;намек;the action of making clear what you think or want without saying it directly;In the team, there were signals and intimations that someone was about the be shopped.
incipient;зараждащ се;in the beginning stage;When the pacient was admitted in the hospital because he had incipient signs.
diction;начин на произнасяне на думите;the manner in which words are pronounced;It is very helpful for a language teacher to have good diction.
connotation;второ значение;a feeling or idea that is suggested by a word in addition to its basic meaning;Resolute' means stubborn, but with a more positive connotation.
fetid;смърдящ;smelling extremely bad and stale;Fetid's feet smelled fetid and disgusting. What a fetid smell!
ruffled;разстроен;upset;Ruffy had a very strict regime, then he ate Ruffles and became very upset and ruffled and sad that he fucked over his entire diet.
stingy ????????;скъпернически;"unwilling to give or spend; ungenerous";Sting is a big miser: he is always frugal and stingy with money! No bee can sting that miser!
annoyed;леко раздразнен;"slightly angry; irritated";I was annoyed when the error message appeared.
frustrated;неудовлетворен, разстроен;desiring something but not able to achieve it;Being rejected can make anyone frustrated.
resigned;примирен;willing to accept something unpleasant;He has resigned from trying and now has simply accepted his fate and became resigned with it, not protesting at peace.
acquiescence;примирение;?the act of accepting or agreeing to something, often unwillingly;After beating her down, he asked if she would cook and she nodded with acquiescence, accepting to do it.
foremost;най-важен;best known or most important;Before most other things, foremost we must discuss the money.
overstate;преувеличавам;exaggerate;I think you are overstating the power of the little man here a little bit.
necessitate;изисква;requires;Writing poetry necessitates making rhymes.
excerpt;извадка;a short part taken from a speech, book, etc;An excerpt consisting of 2 pages will appear in this weekend's magazine about the new Harry Potter book.
juxtapose ??=?????;съпоставям един с друг;to put things or people next to each other, esp. in order to compare them;If you juxtapose Stanford and Harvard, you will see that Stanford is better.
hyphen;тире, -;the mark (-) used in writing to join two words together, or between the syllables of a word when it is divided at the end of a line of text;She hyphenates her first name, Anne-Marie.
rime;слана, скреж;the thin, white layer of ice that forms when the air temperature is below the freezing point of water, especially outside at night;The crops were destroyed by the rime which is unusual for this time of the year.
coat ;"палто; покривам";any of various types of outer clothing that are worn over other clothes, usually open in the front, and are often used for warmth;I was wearing a blue coat when I used to help my parents with picking up the crops.
vicinity ??????????;околностите;he area immediately surrounding something;There were many villages in the vicinity of the town and one of them was the village Vicinity.
parallel;подобен, паралелен;similarity;There’s an incredible parallel between the talking blues of 50 years ago and today’s rap music.
hence;следователно;"as a consequence; for this reason";Hence broke the fence, hence, they also broke his head.
senator;сенатор;a member of the US Senate, the group of politicians who have the power to make laws;The US Senate has 100 senators, 2 per state for all 50 states.
governor;губернатор;a person in charge of an US state:;Arnold Schwarzenegger was the governor of California.
unwavering;непомръдващ;never moving or looking away from something;He met her not moving and unwavering gaze: she was not moving the diamond ring on her hand anymore.
unfaltering;непоколебим;"never stopping or losing strength; not faltering";He was not hesitating and was unfaltering to get in Stanford: he will never fall under the ring.
falter;залитам;to lose strength or purpose and pause or stop;His career started to falter and go downside because he did not have yet decided to become... Disciplined.
vie;съревновам се;competing;Do you think that you can vie with us? - Said Boat Crew 1 to the Smurt Boat Crew.
humbling;смиряващ;not proud;A humbling experience which forced him to check himself.
ludicrous;смешен, нелеп;"ridiculous or foolish; unreasonable or unsuitable";Everyone thought that Ludacris was ludicrous when he started rapping, but then they saw he was real.
subpar;посредствен;used to describe something that is below average, or below what is expected;The leader refused to admit that his own performance was subpar and below average.
exert;напрягам;to use power or the ability to make something happen;During exercises, coaches exert students to perform to their best.
prize;ценя много;value extremely highly;They prized and valued the item highly, because it had high price.
depict ???????????;изобразявам;"to represent or show something in a picture, story, movie, etc.; portray";The movie depicted the story of a single dad with a daughter.
curtail;съкращавам;to reduce or limit something, or to stop something before it is finished;He had to curtail and shorten his speech when time ran out.
valor;доблест;extreme courage;An act of valor
apprehension;опасения;"anxiety about the future; fear of something unpleasant happening";The soldier had passive apprehensions that he might be apprehended.
scribble;надрасквам бързо;to write or draw something quickly or without thought, or to make meaningless marks;In ScribbleJam everyone scribbles their prewritten verses fast.
flimsy;тънък, слаб;(of material) very thin, or (of a structure or object) badly made and weak, and therefore easily broken or destroyed;Slim, you're flimsy!
implausible;неправдоподобен;"difficult to believe; not probable";It's implausible to believe a 23-years old brain surgeon.
slavishness;робство, угодничество;relating to or characteristic of a slave, typically by behaving in a servile or submissive way.;There's no need to behave in a slavishness manner and act like a slave in order to attract someone.
dweller;обитател;a person who lives in a particular type of place;City dweller, Celldweller.
spurn;отхвърлям;to refuse to accept something;The woman spurned the proposition and refused to go to date with the man with the cigar.
vile;гаден;evil or disgusting;A vile and obnoxious fiend.
concomitant;съпътник;something that happens with something else and is connected with it;Loss of memory is a natural concomitant in horses who have been raised under Communism.
unsubstantiated;недоказан;unsupported by facts;Without facts the argument remains unproven and unsustantiated.
rural;селски, провинциален;land not in cities;Rural environment is environment with villages, trees, mountains and away from cities.
premise;предусловие, предварително вярни нещи;an idea or theory on which a statement or action is based;Since the premises of the theory are flawed, therefore the theory itself is also flawed.
whiz;"факир; профучавам";a person with a very high level of skill or knowledge in a particular area;The math whiz whizzed with a lightning speed his classmates.
cumbersome;обременяващ;difficult to do or manage and taking a lot of time and effort;The cumbersome tasks of caring for a pregnant lady.
meritorious;заслужен, похвален;deserving great praise;He won a meritorious award: A waffle!
incontrovertible;неоспорим;impossible to doubt because obviously true;There's no denying his rapping ability: that's incontrovertible!
shrill;писклив;"not pleasant to hear; loud and high";A shrill and high pitched voice of Shrill.
psych;подготвям се психически;prepare psychologically for something;We had to psych and prepare ourselves for the start of the battle.
fallacy;заблуда;a false belief;The fallacy that you are doing the right thing by working for the government.
contentious;спорен;causing or likely to cause disagreement;Obama had a contentious interview with a critical interviewer.
disciple;ученик;a person who believes in the ideas of a leader;Eminem is a disciple and student of Tupac Shakur.
marginally;незначително;slightly;The the tax cut had only a small and marginal effect.
defer;отлагам;"to delay something until a later time; to postpone";You can defer the payment with 1 month.
deter;препречвам;to prevent or discourage someone from doing something;High prices are deterring a lot of young couples from buying houses.
holistic;цялостен;relating to the whole of something or to the total system instead of just to its parts;To consider not the separate parts, but all parts together is a holistic approach.
bulk;буца, грамадна маса;something very large, or a large amount, not divided into smaller parts;Tankers carry bulk shipments of oil.
integrate;интегрирам;combine two or more things together, in order to make them more effective;We have integrated new methodologies in our companies in order to make it more effective.
